instant,dteday,season,yr,mnth,hr,weekday,daystatus,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,level_pengguna
14959,2012-09-20,Fall,2012,September,11,Kamis,Workingday,clear,0.62,0.6212,0.43,0.0,37,206,243,Middle
14960,2012-09-20,Fall,2012,September,12,Kamis,Workingday,clear,0.62,0.6212,0.43,0.1343,57,233,290,High
14961,2012-09-20,Fall,2012,September,13,Kamis,Workingday,clear,0.64,0.6212,0.44,0.1343,68,268,336,High
14962,2012-09-20,Fall,2012,September,14,Kamis,Workingday,clear,0.64,0.6212,0.47,0.194,76,222,298,High
14963,2012-09-20,Fall,2012,September,15,Kamis,Workingday,clear,0.66,0.6212,0.47,0.194,60,231,291,High
14964,2012-09-20,Fall,2012,September,16,Kamis,Workingday,clear,0.64,0.6212,0.47,0.1642,72,385,457,High
14965,2012-09-20,Fall,2012,September,17,Kamis,Workingday,clear,0.64,0.6212,0.5,0.2239,91,885,976,High
14966,2012-09-20,Fall,2012,September,18,Kamis,Workingday,clear,0.6,0.6212,0.56,0.2537,119,781,900,High
14967,2012-09-20,Fall,2012,September,19,Kamis,Workingday,clear,0.58,0.5455,0.6,0.2239,69,534,603,High
14968,2012-09-20,Fall,2012,September,20,Kamis,Workingday,clear,0.56,0.5303,0.64,0.1343,57,360,417,High
14969,2012-09-20,Fall,2012,September,21,Kamis,Workingday,clear,0.56,0.5303,0.64,0.194,28,246,274,Middle
14970,2012-09-20,Fall,2012,September,22,Kamis,Workingday,clear,0.54,0.5152,0.73,0.1045,35,252,287,High
14971,2012-09-20,Fall,2012,September,23,Kamis,Workingday,clear,0.54,0.5152,0.68,0.1045,17,137,154,Middle
14972,2012-09-21,Fall,2012,September,0,Jumat,Workingday,clear,0.54,0.5152,0.68,0.0,13,53,66,Middle
14973,2012-09-21,Fall,2012,September,1,Jumat,Workingday,clear,0.52,0.5,0.72,0.0,11,38,49,Middle
14974,2012-09-21,Fall,2012,September,2,Jumat,Workingday,clear,0.52,0.5,0.72,0.0,6,8,14,Low
14975,2012-09-21,Fall,2012,September,3,Jumat,Workingday,clear,0.5,0.4848,0.77,0.0896,1,11,12,Low
14976,2012-09-21,Fall,2012,September,4,Jumat,Workingday,clear,0.5,0.4848,0.77,0.0,1,9,10,Low
14977,2012-09-21,Fall,2012,September,5,Jumat,Workingday,clear,0.5,0.4848,0.82,0.0,2,47,49,Middle
14978,2012-09-21,Fall,2012,September,6,Jumat,Workingday,clear,0.5,0.4848,0.77,0.0896,19,146,165,Middle
14979,2012-09-21,Fall,2012,September,7,Jumat,Workingday,clear,0.52,0.5,0.77,0.0,35,468,503,High
14980,2012-09-21,Fall,2012,September,8,Jumat,Workingday,clear,0.54,0.5152,0.73,0.1343,31,726,757,High
14981,2012-09-21,Fall,2012,September,9,Jumat,Workingday,clear,0.58,0.5455,0.68,0.1343,35,348,383,High
14982,2012-09-21,Fall,2012,September,10,Jumat,Workingday,clear,0.62,0.6061,0.61,0.2239,44,181,225,Middle
14983,2012-09-21,Fall,2012,September,11,Jumat,Workingday,clear,0.66,0.6212,0.57,0.2239,79,242,321,High
14984,2012-09-21,Fall,2012,September,12,Jumat,Workingday,clear,0.68,0.6364,0.57,0.1642,84,305,389,High
14985,2012-09-21,Fall,2012,September,13,Jumat,Workingday,clear,0.7,0.6515,0.54,0.1642,105,316,421,High
14986,2012-09-21,Fall,2012,September,14,Jumat,Workingday,clear,0.7,0.6515,0.54,0.2985,113,299,412,High
14987,2012-09-21,Fall,2012,September,15,Jumat,Workingday,clear,0.7,0.6515,0.54,0.2239,90,333,423,High
14988,2012-09-21,Fall,2012,September,16,Jumat,Workingday,clear,0.7,0.6515,0.54,0.194,103,464,567,High
14989,2012-09-21,Fall,2012,September,17,Jumat,Workingday,clear,0.68,0.6364,0.57,0.2836,107,739,846,High
14990,2012-09-21,Fall,2012,September,18,Jumat,Workingday,clear,0.66,0.6212,0.61,0.2537,106,699,805,High
14991,2012-09-21,Fall,2012,September,19,Jumat,Workingday,clear,0.64,0.6061,0.65,0.2537,95,493,588,High
14992,2012-09-21,Fall,2012,September,20,Jumat,Workingday,clear,0.62,0.6061,0.69,0.194,54,315,369,High
14993,2012-09-21,Fall,2012,September,21,Jumat,Workingday,clear,0.6,0.5909,0.73,0.2537,46,266,312,High
14994,2012-09-21,Fall,2012,September,22,Jumat,Workingday,clear,0.6,0.5909,0.73,0.194,47,248,295,High
14995,2012-09-21,Fall,2012,September,23,Jumat,Workingday,clear,0.6,0.5909,0.73,0.3284,23,163,186,Middle
14996,2012-09-22,Fall,2012,September,0,Sabtu,Holiday,clear,0.6,0.5909,0.73,0.2836,32,140,172,Middle
14997,2012-09-22,Fall,2012,September,1,Sabtu,Holiday,clear,0.58,0.5455,0.83,0.2985,18,106,124,Middle
14998,2012-09-22,Fall,2012,September,2,Sabtu,Holiday,clear,0.56,0.5303,0.88,0.2537,10,73,83,Middle
14999,2012-09-22,Fall,2012,September,3,Sabtu,Holiday,clear,0.56,0.5303,0.83,0.2836,6,39,45,Middle
15000,2012-09-22,Fall,2012,September,4,Sabtu,Holiday,clear,0.56,0.5303,0.83,0.2836,5,10,15,Low
15001,2012-09-22,Fall,2012,September,5,Sabtu,Holiday,clear,0.56,0.5303,0.83,0.3284,2,15,17,Low
15002,2012-09-22,Fall,2012,September,6,Sabtu,Holiday,clear,0.56,0.5303,0.83,0.2985,6,35,41,Middle
15003,2012-09-22,Fall,2012,September,7,Sabtu,Holiday,clear,0.58,0.5455,0.78,0.2537,7,70,77,Middle
15004,2012-09-22,Fall,2012,September,8,Sabtu,Holiday,clear,0.6,0.5909,0.73,0.2985,21,197,218,Middle
15005,2012-09-22,Fall,2012,September,9,Sabtu,Holiday,clear,0.64,0.6061,0.69,0.2537,88,289,377,High
15006,2012-09-22,Fall,2012,September,10,Sabtu,Holiday,clear,0.66,0.6212,0.65,0.3284,124,350,474,High
15007,2012-09-22,Fall,2012,September,11,Sabtu,Holiday,clear,0.7,0.6515,0.58,0.2836,189,437,626,High
15008,2012-09-22,Fall,2012,September,12,Sabtu,Holiday,clear,0.72,0.6667,0.54,0.2985,228,460,688,High
15009,2012-09-22,Fall,2012,September,13,Sabtu,Holiday,clear,0.74,0.6667,0.51,0.3582,273,434,707,High
15010,2012-09-22,Fall,2012,September,14,Sabtu,Holiday,clear,0.76,0.6818,0.48,0.2836,250,404,654,High
15011,2012-09-22,Fall,2012,September,15,Sabtu,Holiday,clear,0.74,0.6667,0.48,0.3881,307,443,750,High
15012,2012-09-22,Fall,2012,September,16,Sabtu,Holiday,clear,0.74,0.6667,0.51,0.3284,253,427,680,High
15013,2012-09-22,Fall,2012,September,17,Sabtu,Holiday,clear,0.74,0.6667,0.51,0.3284,195,451,646,High
15014,2012-09-22,Fall,2012,September,18,Sabtu,Holiday,clear,0.72,0.6667,0.54,0.2836,171,427,598,High
15015,2012-09-22,Fall,2012,September,19,Sabtu,Holiday,clear,0.7,0.6515,0.58,0.194,99,308,407,High
15016,2012-09-22,Fall,2012,September,20,Sabtu,Holiday,clear,0.7,0.6515,0.54,0.2537,76,249,325,High
15017,2012-09-22,Fall,2012,September,21,Sabtu,Holiday,clear,0.64,0.6212,0.57,0.2537,59,202,261,Middle
15018,2012-09-22,Fall,2012,September,22,Sabtu,Holiday,clear,0.62,0.6212,0.57,0.194,59,180,239,Middle
15019,2012-09-22,Fall,2012,September,23,Sabtu,Holiday,clear,0.62,0.6212,0.5,0.194,34,137,171,Middle
15020,2012-09-23,Winter,2012,September,0,Minggu,Holiday,clear,0.62,0.6212,0.38,0.2537,34,146,180,Middle
15021,2012-09-23,Winter,2012,September,1,Minggu,Holiday,clear,0.54,0.5152,0.52,0.3582,23,119,142,Middle
15022,2012-09-23,Winter,2012,September,2,Minggu,Holiday,clear,0.52,0.5,0.48,0.2537,18,77,95,Middle
15023,2012-09-23,Winter,2012,September,3,Minggu,Holiday,clear,0.48,0.4697,0.55,0.2985,13,41,54,Middle
15024,2012-09-23,Winter,2012,September,4,Minggu,Holiday,clear,0.46,0.4545,0.55,0.2239,1,9,10,Low
15025,2012-09-23,Winter,2012,September,5,Minggu,Holiday,clear,0.46,0.4545,0.59,0.2537,1,5,6,Low
15026,2012-09-23,Winter,2012,September,6,Minggu,Holiday,clear,0.44,0.4394,0.62,0.2537,5,11,16,Low
15027,2012-09-23,Winter,2012,September,7,Minggu,Holiday,clear,0.46,0.4545,0.59,0.2239,9,48,57,Middle
15028,2012-09-23,Winter,2012,September,8,Minggu,Holiday,clear,0.48,0.4697,0.55,0.3582,38,137,175,Middle
15029,2012-09-23,Winter,2012,September,9,Minggu,Holiday,clear,0.5,0.4848,0.51,0.3284,71,205,276,Middle
15030,2012-09-23,Winter,2012,September,10,Minggu,Holiday,clear,0.54,0.5152,0.45,0.2537,138,351,489,High
15031,2012-09-23,Winter,2012,September,11,Minggu,Holiday,clear,0.56,0.5303,0.46,0.2537,186,384,570,High
15032,2012-09-23,Winter,2012,September,12,Minggu,Holiday,clear,0.56,0.5303,0.43,0.1045,250,526,776,High
15033,2012-09-23,Winter,2012,September,13,Minggu,Holiday,clear,0.6,0.6212,0.38,0.1642,257,445,702,High
15034,2012-09-23,Winter,2012,September,14,Minggu,Holiday,clear,0.6,0.6212,0.38,0.194,266,400,666,High
15035,2012-09-23,Winter,2012,September,15,Minggu,Holiday,clear,0.6,0.6212,0.33,0.2239,265,375,640,High
15036,2012-09-23,Winter,2012,September,16,Minggu,Holiday,clear,0.6,0.6212,0.33,0.3284,254,437,691,High
15037,2012-09-23,Winter,2012,September,17,Minggu,Holiday,clear,0.56,0.5303,0.35,0.2985,227,496,723,High
15038,2012-09-23,Winter,2012,September,18,Minggu,Holiday,clear,0.54,0.5152,0.37,0.194,135,405,540,High
15039,2012-09-23,Winter,2012,September,19,Minggu,Holiday,clear,0.52,0.5,0.42,0.1642,82,331,413,High
15040,2012-09-23,Winter,2012,September,20,Minggu,Holiday,clear,0.52,0.5,0.42,0.1642,60,192,252,Middle
15041,2012-09-23,Winter,2012,September,21,Minggu,Holiday,mist,0.52,0.5,0.48,0.1045,51,145,196,Middle
15042,2012-09-23,Winter,2012,September,22,Minggu,Holiday,clear,0.52,0.5,0.48,0.0,40,98,138,Middle
15043,2012-09-23,Winter,2012,September,23,Minggu,Holiday,mist,0.5,0.4848,0.59,0.1045,30,70,100,Middle
15044,2012-09-24,Winter,2012,September,0,Senin,Workingday,clear,0.46,0.4545,0.63,0.194,10,54,64,Middle
15045,2012-09-24,Winter,2012,September,1,Senin,Workingday,clear,0.46,0.4545,0.67,0.1343,6,12,18,Low
15046,2012-09-24,Winter,2012,September,2,Senin,Workingday,mist,0.46,0.4545,0.63,0.1343,0,8,8,Low
15047,2012-09-24,Winter,2012,September,3,Senin,Workingday,clear,0.46,0.4545,0.63,0.1642,0,5,5,Low
15048,2012-09-24,Winter,2012,September,4,Senin,Workingday,clear,0.44,0.4394,0.67,0.1045,0,8,8,Low
15049,2012-09-24,Winter,2012,September,5,Senin,Workingday,clear,0.46,0.4545,0.63,0.0,2,35,37,Low
15050,2012-09-24,Winter,2012,September,6,Senin,Workingday,clear,0.46,0.4545,0.59,0.0,6,162,168,Middle
15051,2012-09-24,Winter,2012,September,7,Senin,Workingday,clear,0.46,0.4545,0.67,0.1343,17,513,530,High
15052,2012-09-24,Winter,2012,September,8,Senin,Workingday,clear,0.5,0.4848,0.55,0.194,31,719,750,High
15053,2012-09-24,Winter,2012,September,9,Senin,Workingday,clear,0.52,0.5,0.52,0.194,42,286,328,High
15054,2012-09-24,Winter,2012,September,10,Senin,Workingday,clear,0.54,0.5152,0.49,0.2239,52,146,198,Middle
15055,2012-09-24,Winter,2012,September,11,Senin,Workingday,clear,0.56,0.5303,0.37,0.194,71,167,238,Middle
15056,2012-09-24,Winter,2012,September,12,Senin,Workingday,clear,0.56,0.5303,0.35,0.2985,77,265,342,High
15057,2012-09-24,Winter,2012,September,13,Senin,Workingday,clear,0.6,0.6212,0.31,0.2985,80,248,328,High
15058,2012-09-24,Winter,2012,September,14,Senin,Workingday,clear,0.6,0.6061,0.28,0.0,77,226,303,High
15059,2012-09-24,Winter,2012,September,15,Senin,Workingday,clear,0.6,0.6212,0.31,0.0,84,216,300,High
15060,2012-09-24,Winter,2012,September,16,Senin,Workingday,clear,0.58,0.5455,0.3,0.2537,99,417,516,High
15061,2012-09-24,Winter,2012,September,17,Senin,Workingday,clear,0.58,0.5455,0.3,0.0,89,809,898,High
15062,2012-09-24,Winter,2012,September,18,Senin,Workingday,clear,0.54,0.5152,0.37,0.1642,95,758,853,High
15063,2012-09-24,Winter,2012,September,19,Senin,Workingday,clear,0.52,0.5,0.39,0.1343,56,534,590,High
15064,2012-09-24,Winter,2012,September,20,Senin,Workingday,clear,0.52,0.5,0.52,0.1045,52,380,432,High
15065,2012-09-24,Winter,2012,September,21,Senin,Workingday,clear,0.5,0.4848,0.51,0.1343,26,230,256,Middle
15066,2012-09-24,Winter,2012,September,22,Senin,Workingday,clear,0.5,0.4848,0.51,0.2239,18,154,172,Middle
15067,2012-09-24,Winter,2012,September,23,Senin,Workingday,clear,0.46,0.4545,0.63,0.1343,11,83,94,Middle
15068,2012-09-25,Winter,2012,September,0,Selasa,Workingday,clear,0.46,0.4545,0.67,0.1642,8,56,64,Middle
15069,2012-09-25,Winter,2012,September,1,Selasa,Workingday,clear,0.44,0.4394,0.72,0.1343,2,11,13,Low
15070,2012-09-25,Winter,2012,September,2,Selasa,Workingday,clear,0.42,0.4242,0.77,0.1343,5,9,14,Low
15071,2012-09-25,Winter,2012,September,3,Selasa,Workingday,clear,0.42,0.4242,0.71,0.0896,2,3,5,Low
15072,2012-09-25,Winter,2012,September,4,Selasa,Workingday,clear,0.42,0.4242,0.71,0.1343,2,7,9,Low
15073,2012-09-25,Winter,2012,September,5,Selasa,Workingday,clear,0.42,0.4242,0.77,0.0896,1,46,47,Middle
15074,2012-09-25,Winter,2012,September,6,Selasa,Workingday,clear,0.44,0.4394,0.77,0.2239,5,189,194,Middle
15075,2012-09-25,Winter,2012,September,7,Selasa,Workingday,clear,0.44,0.4394,0.77,0.194,17,539,556,High
15076,2012-09-25,Winter,2012,September,8,Selasa,Workingday,clear,0.48,0.4697,0.67,0.194,41,764,805,High
15077,2012-09-25,Winter,2012,September,9,Selasa,Workingday,clear,0.54,0.5152,0.56,0.2537,28,381,409,High
15078,2012-09-25,Winter,2012,September,10,Selasa,Workingday,clear,0.56,0.5303,0.52,0.2985,45,125,170,Middle
15079,2012-09-25,Winter,2012,September,11,Selasa,Workingday,clear,0.6,0.6212,0.46,0.2985,63,155,218,Middle
15080,2012-09-25,Winter,2012,September,12,Selasa,Workingday,clear,0.62,0.6212,0.43,0.2836,69,233,302,High
15081,2012-09-25,Winter,2012,September,13,Selasa,Workingday,clear,0.64,0.6212,0.47,0.2537,48,257,305,High
15082,2012-09-25,Winter,2012,September,14,Selasa,Workingday,clear,0.66,0.6212,0.39,0.3284,80,213,293,High
15083,2012-09-25,Winter,2012,September,15,Selasa,Workingday,clear,0.66,0.6212,0.36,0.3284,56,247,303,High
15084,2012-09-25,Winter,2012,September,16,Selasa,Workingday,clear,0.66,0.6212,0.39,0.2985,59,436,495,High
15085,2012-09-25,Winter,2012,September,17,Selasa,Workingday,clear,0.66,0.6212,0.39,0.2836,107,860,967,High
15086,2012-09-25,Winter,2012,September,18,Selasa,Workingday,clear,0.64,0.6212,0.41,0.2239,64,758,822,High
15087,2012-09-25,Winter,2012,September,19,Selasa,Workingday,clear,0.62,0.6212,0.5,0.2537,49,490,539,High
15088,2012-09-25,Winter,2012,September,20,Selasa,Workingday,clear,0.6,0.6212,0.56,0.2985,37,388,425,High
15089,2012-09-25,Winter,2012,September,21,Selasa,Workingday,clear,0.6,0.6212,0.56,0.2985,34,263,297,High
15090,2012-09-25,Winter,2012,September,22,Selasa,Workingday,clear,0.6,0.6212,0.56,0.2836,14,174,188,Middle
15091,2012-09-25,Winter,2012,September,23,Selasa,Workingday,clear,0.6,0.6212,0.56,0.3284,9,89,98,Middle
15092,2012-09-26,Winter,2012,September,0,Rabu,Workingday,clear,0.58,0.5455,0.64,0.2985,6,34,40,Low
15093,2012-09-26,Winter,2012,September,1,Rabu,Workingday,clear,0.58,0.5455,0.64,0.3284,10,19,29,Low
15094,2012-09-26,Winter,2012,September,2,Rabu,Workingday,mist,0.58,0.5455,0.64,0.2836,2,15,17,Low
15095,2012-09-26,Winter,2012,September,3,Rabu,Workingday,mist,0.58,0.5455,0.64,0.2836,4,6,10,Low
15096,2012-09-26,Winter,2012,September,4,Rabu,Workingday,clear,0.56,0.5303,0.73,0.2537,2,12,14,Low
15097,2012-09-26,Winter,2012,September,5,Rabu,Workingday,clear,0.56,0.5303,0.73,0.2239,1,35,36,Low
15098,2012-09-26,Winter,2012,September,6,Rabu,Workingday,clear,0.54,0.5152,0.73,0.194,3,179,182,Middle
15099,2012-09-26,Winter,2012,September,7,Rabu,Workingday,clear,0.54,0.5152,0.77,0.1343,9,523,532,High
15100,2012-09-26,Winter,2012,September,8,Rabu,Workingday,clear,0.56,0.5303,0.73,0.2985,30,808,838,High
15101,2012-09-26,Winter,2012,September,9,Rabu,Workingday,clear,0.6,0.6061,0.64,0.194,27,307,334,High
15102,2012-09-26,Winter,2012,September,10,Rabu,Workingday,clear,0.6,0.5909,0.73,0.2836,29,156,185,Middle
15103,2012-09-26,Winter,2012,September,11,Rabu,Workingday,clear,0.64,0.6212,0.61,0.2537,46,181,227,Middle
15104,2012-09-26,Winter,2012,September,12,Rabu,Workingday,clear,0.68,0.6364,0.61,0.2239,56,260,316,High
15105,2012-09-26,Winter,2012,September,13,Rabu,Workingday,clear,0.7,0.6515,0.58,0.2239,67,273,340,High
15106,2012-09-26,Winter,2012,September,14,Rabu,Workingday,clear,0.74,0.6667,0.48,0.2836,60,217,277,Middle
15107,2012-09-26,Winter,2012,September,15,Rabu,Workingday,clear,0.74,0.6667,0.48,0.2985,69,231,300,High
15108,2012-09-26,Winter,2012,September,16,Rabu,Workingday,clear,0.74,0.6667,0.45,0.2836,71,397,468,High
15109,2012-09-26,Winter,2012,September,17,Rabu,Workingday,clear,0.74,0.6667,0.48,0.2985,77,876,953,High
15110,2012-09-26,Winter,2012,September,18,Rabu,Workingday,clear,0.74,0.6667,0.48,0.2239,69,815,884,High
15111,2012-09-26,Winter,2012,September,19,Rabu,Workingday,clear,0.7,0.6515,0.54,0.1642,38,589,627,High
15112,2012-09-26,Winter,2012,September,20,Rabu,Workingday,clear,0.66,0.6212,0.69,0.194,45,389,434,High
15113,2012-09-26,Winter,2012,September,21,Rabu,Workingday,clear,0.66,0.6212,0.65,0.194,32,328,360,High
15114,2012-09-26,Winter,2012,September,22,Rabu,Workingday,light snow,0.62,0.6061,0.69,0.194,21,194,215,Middle
15115,2012-09-26,Winter,2012,September,23,Rabu,Workingday,mist,0.6,0.5758,0.78,0.2537,13,102,115,Middle
15116,2012-09-27,Winter,2012,September,0,Kamis,Workingday,clear,0.6,0.5758,0.78,0.0896,5,60,65,Middle
15117,2012-09-27,Winter,2012,September,1,Kamis,Workingday,clear,0.6,0.5758,0.78,0.0896,5,16,21,Low
15118,2012-09-27,Winter,2012,September,2,Kamis,Workingday,clear,0.6,0.5758,0.78,0.0896,3,13,16,Low
15119,2012-09-27,Winter,2012,September,3,Kamis,Workingday,clear,0.6,0.5758,0.78,0.0,0,7,7,Low
15120,2012-09-27,Winter,2012,September,4,Kamis,Workingday,clear,0.56,0.5303,0.94,0.1343,2,6,8,Low
15121,2012-09-27,Winter,2012,September,5,Kamis,Workingday,clear,0.58,0.5455,0.83,0.0,2,64,66,Middle
15122,2012-09-27,Winter,2012,September,6,Kamis,Workingday,clear,0.56,0.5303,0.88,0.0896,5,164,169,Middle
15123,2012-09-27,Winter,2012,September,7,Kamis,Workingday,clear,0.6,0.5758,0.78,0.0,12,546,558,High
15124,2012-09-27,Winter,2012,September,8,Kamis,Workingday,clear,0.62,0.6061,0.71,0.0896,20,774,794,High
15125,2012-09-27,Winter,2012,September,9,Kamis,Workingday,clear,0.66,0.6212,0.65,0.0,30,305,335,High
15126,2012-09-27,Winter,2012,September,10,Kamis,Workingday,mist,0.7,0.6515,0.51,0.2836,40,168,208,Middle
15127,2012-09-27,Winter,2012,September,11,Kamis,Workingday,mist,0.72,0.6667,0.51,0.1642,67,227,294,High
15128,2012-09-27,Winter,2012,September,12,Kamis,Workingday,mist,0.74,0.6667,0.48,0.1343,63,272,335,High
15129,2012-09-27,Winter,2012,September,13,Kamis,Workingday,mist,0.74,0.6667,0.48,0.0,61,265,326,High
15130,2012-09-27,Winter,2012,September,14,Kamis,Workingday,mist,0.76,0.6818,0.45,0.0896,44,214,258,Middle
15131,2012-09-27,Winter,2012,September,15,Kamis,Workingday,mist,0.76,0.6818,0.45,0.0,41,255,296,High
15132,2012-09-27,Winter,2012,September,16,Kamis,Workingday,mist,0.72,0.6667,0.58,0.3284,73,399,472,High
15133,2012-09-27,Winter,2012,September,17,Kamis,Workingday,mist,0.66,0.6212,0.69,0.2985,87,818,905,High
15134,2012-09-27,Winter,2012,September,18,Kamis,Workingday,mist,0.66,0.6212,0.69,0.2239,77,822,899,High
15135,2012-09-27,Winter,2012,September,19,Kamis,Workingday,clear,0.66,0.6212,0.65,0.1343,48,511,559,High
15136,2012-09-27,Winter,2012,September,20,Kamis,Workingday,mist,0.64,0.6061,0.69,0.2239,45,412,457,High
15137,2012-09-27,Winter,2012,September,21,Kamis,Workingday,light snow,0.62,0.5758,0.83,0.2985,18,235,253,Middle
15138,2012-09-27,Winter,2012,September,22,Kamis,Workingday,light snow,0.62,0.5758,0.83,0.2985,2,45,47,Middle
15139,2012-09-27,Winter,2012,September,23,Kamis,Workingday,light snow,0.62,0.5758,0.83,0.1642,1,44,45,Middle
15140,2012-09-28,Winter,2012,September,0,Jumat,Workingday,light snow,0.6,0.5455,0.88,0.1642,2,15,17,Low
15141,2012-09-28,Winter,2012,September,1,Jumat,Workingday,light snow,0.6,0.5455,0.88,0.0,0,13,13,Low
15142,2012-09-28,Winter,2012,September,2,Jumat,Workingday,light snow,0.6,0.5455,0.88,0.2985,1,9,10,Low
15143,2012-09-28,Winter,2012,September,3,Jumat,Workingday,mist,0.6,0.5606,0.83,0.1343,0,7,7,Low
15144,2012-09-28,Winter,2012,September,4,Jumat,Workingday,light snow,0.56,0.5303,0.88,0.1045,2,10,12,Low
15145,2012-09-28,Winter,2012,September,5,Jumat,Workingday,clear,0.56,0.5303,0.88,0.0,1,37,38,Low
15146,2012-09-28,Winter,2012,September,6,Jumat,Workingday,mist,0.56,0.5303,0.94,0.0896,2,136,138,Middle
15147,2012-09-28,Winter,2012,September,7,Jumat,Workingday,mist,0.56,0.5303,0.94,0.0,10,384,394,High
15148,2012-09-28,Winter,2012,September,8,Jumat,Workingday,clear,0.6,0.5606,0.83,0.0896,31,674,705,High
15149,2012-09-28,Winter,2012,September,9,Jumat,Workingday,mist,0.62,0.5758,0.83,0.1045,27,399,426,High
15150,2012-09-28,Winter,2012,September,10,Jumat,Workingday,mist,0.64,0.5909,0.78,0.1343,51,194,245,Middle
15151,2012-09-28,Winter,2012,September,11,Jumat,Workingday,mist,0.66,0.6212,0.69,0.0,109,252,361,High
15152,2012-09-28,Winter,2012,September,12,Jumat,Workingday,mist,0.7,0.6515,0.54,0.2537,94,286,380,High
15153,2012-09-28,Winter,2012,September,13,Jumat,Workingday,mist,0.7,0.6515,0.51,0.2537,106,304,410,High
15154,2012-09-28,Winter,2012,September,14,Jumat,Workingday,mist,0.7,0.6515,0.54,0.2537,105,294,399,High
15155,2012-09-28,Winter,2012,September,15,Jumat,Workingday,mist,0.68,0.6364,0.54,0.2836,104,288,392,High
15156,2012-09-28,Winter,2012,September,16,Jumat,Workingday,mist,0.66,0.6212,0.5,0.2239,83,419,502,High
15157,2012-09-28,Winter,2012,September,17,Jumat,Workingday,mist,0.66,0.6212,0.54,0.2985,101,707,808,High
15158,2012-09-28,Winter,2012,September,18,Jumat,Workingday,mist,0.64,0.6212,0.5,0.2239,58,609,667,High
15159,2012-09-28,Winter,2012,September,19,Jumat,Workingday,light snow,0.62,0.6212,0.5,0.2537,38,470,508,High
15160,2012-09-28,Winter,2012,September,20,Jumat,Workingday,light snow,0.6,0.6212,0.53,0.1642,32,304,336,High
15161,2012-09-28,Winter,2012,September,21,Jumat,Workingday,light snow,0.6,0.6212,0.53,0.194,32,205,237,Middle
15162,2012-09-28,Winter,2012,September,22,Jumat,Workingday,mist,0.58,0.5455,0.53,0.2239,30,190,220,Middle
15163,2012-09-28,Winter,2012,September,23,Jumat,Workingday,mist,0.56,0.5303,0.56,0.194,26,164,190,Middle
15164,2012-09-29,Winter,2012,September,0,Sabtu,Holiday,clear,0.54,0.5152,0.6,0.2239,15,134,149,Middle
15165,2012-09-29,Winter,2012,September,1,Sabtu,Holiday,clear,0.54,0.5152,0.6,0.2239,12,89,101,Middle
15166,2012-09-29,Winter,2012,September,2,Sabtu,Holiday,mist,0.54,0.5152,0.56,0.2239,12,80,92,Middle
15167,2012-09-29,Winter,2012,September,3,Sabtu,Holiday,mist,0.52,0.5,0.59,0.194,4,25,29,Low
15168,2012-09-29,Winter,2012,September,4,Sabtu,Holiday,clear,0.52,0.5,0.59,0.2537,6,8,14,Low
15169,2012-09-29,Winter,2012,September,5,Sabtu,Holiday,clear,0.5,0.4848,0.63,0.194,2,13,15,Low
15170,2012-09-29,Winter,2012,September,6,Sabtu,Holiday,clear,0.5,0.4848,0.63,0.2537,4,33,37,Low
15171,2012-09-29,Winter,2012,September,7,Sabtu,Holiday,clear,0.48,0.4697,0.67,0.2836,12,61,73,Middle
15172,2012-09-29,Winter,2012,September,8,Sabtu,Holiday,clear,0.5,0.4848,0.68,0.2836,37,174,211,Middle
15173,2012-09-29,Winter,2012,September,9,Sabtu,Holiday,clear,0.5,0.4848,0.63,0.194,69,263,332,High
